F41G3.12	G5EG68
F43E2.8	P20163
C15H9.6	P27420
F18A11.3	O01323
Y79H2A.6	Q9U1R7
C36B1.3	Q93338
C44B12.2	P34714
F45H10.3	O02267
F08F1.8	O17389
C07A9.2	P34313
VF13D12L.1	G5ED01
F38B6.4	Q20143
M163.3	P10771
F22F1.1	Q19743
F59A7.4	O16277
B0414.3	O01833
C18G1.5	O17536
C30G7.1	Q18336
F07B7.4	Q27894
ZK131.9	P04255
K06C4.4	Q27894
C50F4.5	Q27484
H02I12.6	Q27876
T10C6.11	Q27894
F08G2.1	P04255
ZK131.5	P04255
F07B7.11	Q27894
F17E9.9	P04255
F35H10.11	P04255
F55G1.3	Q27876
B0035.8	Q27876
K06C4.12	Q27894
F54E12.4	Q27876
F45F2.12	Q27894
F45F2.2	Q22979
Y55F3BR.6	Q9N350
ZK1128.7	G5EF99
T26C11.5	Q22810
C07E3.6	Q17792
Y43F8C.16	Q9XWN5
F33E2.7	Q7YTP1
F36A4.7	P16356
C06G4.5	P34311
K08H2.6	G5EET5
Y62E10A.1	Q9U1X9
C37A2.7	O01504
D2085.1	Q18990
Y37E11C.1	Q01630
C07E3.5	Q17788
C09G12.1	O44462
F33D11.4	P17487
Y19D2B.1	Q9XXH2
ZC416.8b	P32756
B0395.3	Q17499
F46F5.16	Q9TXX1
T25F10.2	G5EEL5
F39G3.8	O16273
F43G9.11	G5ECN8
K02D7.2	O45103
K03H9.2	Q09578
C26E6.4	Q10578
F09F7.3	Q27492
F25H2.5	Q93576
F55A3.6	Q9N5S1
F47E1.3	Q20537
R08C7.3	Q27511
F14B8.4	Q19441
F57B10.12	O44740
F47G4.4	Q9XTS1
K07C11.1	Q21272
F48B9.5	Q20551
F21D12.5	Q19677
R13.2	Q21972
B0041.4	O02056
Y45F10B.9	O62463
W01B6.1	P34889
T24B8.6	Q22717
C18A3.8	Q09961
T05G5.2	P34555
T15H9.3	Q10007
K10D2.7	Q09412
T27A3.6	P91500
T03F1.7	P91424
F35D11.5	Q20033
Y38C1AA.9	Q9N432
C56E6.1	D7SFK1
C56E6.5	Q18900
C34C6.8	P20270
C27A12.5	G5ECT8
ZK652.5	P34663
Y41C4A.7	Q9U2I5
E04F6.9	Q19064
Y32G9A.12	Q4R149
T28A11.4	P91520
E04F6.8	Q19063
F55B11.1	O17892
F15E6.6	O61198
F33D4.3	O44185
Y37D8A.15	Q9XWV7
C02B8.4	Q11094
ZK1058.2	Q27874
C05D9.3	Q9GYK2
T08G5.10	P17512
F54F2.1	P34446
T19B4.3	P91455
B0035.5	Q27464
CD4.6	O44156
ZK328.2	Q23463
Y54G2A.1	G5EF76
C16D9.2	Q8I7I5
C50F7.2	Q18756
F54B11.2	Q20739
T06E4.6	Q22260
F11A10.7	Q95QL3
W09C5.5	Q9XUJ7
F37C12.9	P48150
W04D2.5	Q23155
Y32B12A.1	Q9XXG8
T26H2.5	O18138
C06G3.6	Q17746
F34H10.1	Q09557
K08C9.7	Q9XUT3
T27D1.1	Q09637
F42G9.2	P52014
F31C3.1	P52013
Y17G7B.9	Q9XXI7
T01B7.4	P52018
W02D3.9	O02482
C26C6.2	P51875
F48C11.1	Q93743
F56H9.3	Q20907
C55H1.2	Q9BIG4
R05D3.7	P34540
Y54G11A.5	Q27487
Y54G11A.6	O61235
T08B2.10	O01692
C36B1.7	Q93341
C25G4.2	Q18169
W03D2.4	O02115
Y110A7A.14	Q9N599
Y38A8.2	Q23237
F14D2.11	O44803
F22D6.1	Q19726
T21G5.1	O02064
F23C8.7	Q9TXI2
C25A8.5	Q18142
F26E4.5	O01325
ZK622.1	Q23554
T06C10.6	Q22245
T13H10.1	G5EC46
B0523.1	P34265
F57B9.8	Q20933
C55C3.4	Q18865
R11E3.1	Q9TYX4
T06C10.3	Q22243
T25B9.4	Q22765
C18H7.4	Q9GZG1
F59A3.8	P91360
K07F5.4	D6R8W4
ZK20.2	Q8I4A8
ZC581.7	O01774
F53G12.6	O01798
ZK593.9	Q23538
W01B6.5	Q23102
B0252.1	Q10915
F22B3.8	Q19704
C34F11.5	Q18462
C34C6.4	Q18429
C36E6.3	P19625
C36E6.5	P19626
C56G7.1	Q09510
Y38H6C.20	Q9XX42
F09A5.2	Q19238
ZK675.1	Q09614
F21H12.4	Q09540
C24B5.3	Q18129
F55F8.1	P91346
F02E8.6	Q19127
F09G8.4	P34389
F21H12.2	Q09310
F14B4.3	Q27493
T20B12.2	P32085
F36A2.8	P90861
F26F4.3	Q19821
C48B4.2	P34356
R06A10.2	G5EF72
F53B1.7	Q20701
W02B12.7	Q23124
W02H5.7	Q9N5D0
Y37E11AR.2	Q965X6
F42A8.2	Q09545
T26A8.4	Q22805
C28A5.3	Q27473
ZC155.1	G5EEA8
C37H5.1	P91144
C36B1.4	Q95005
D1054.2	Q27488
F16H11.4	P53547
Y53C10A.12	G5EFT5
Y53C10A.3	Q9XW54
F35H10.10	G5ECZ3
C02G6.2	Q17593
Y70C5C.1	G5ED87
C02G6.1	Q17592
C28F5.4	Q10040
C34D1.1	G5EEJ1
F10C1.5	Q19291
C34D1.2	Q18435
C27C12.6	Q18248
C07H6.5	Q95YF3
K07C11.2	G5EDL3
F32D8.1	Q19962
F55C5.11	Q1ZXU0
Y75B12B.2	P52015
Y75B12B.5	P52011
ZK520.5	P52010
Y49A3A.5	P52009
T22F3.12	Q2L6V8
H14E04.5	Q9TYP2
F54C9.10	Q20758
F38E9.2	Q20176
F08H9.6	Q19229
F56A4.1	Q9N5R0
K06A4.1	Q21252
Y19D10A.6	Q966D9
R03D7.7	Q09597
W06B11.2	Q23191
C30G12.7	Q09487
H12I13.4	Q9N5M6
F21H12.5	Q09312
F54C9.8	Q20757
Y45F10A.2	Q9U2G4
F18A11.1	O01322
Y73B6BL.38	Q8IU00
B0273.2	O44169
M7.1	P35129
F52C6.12	Q8MYD4
C25G6.5	Q18179
F41E7.3	Q20275
F28C6.6	Q19866
ZK1236.2	P34618
R12E2.3	O61792
W02B12.2	Q23120
ZK686.2	P34668
F28F9.1	G5EBU4
K07G5.2	Q21302
ZC434.5	Q23315
M117.2	P41932
Y38A10A.5	P27798
ZK632.6	P34652
Y17G7B.7	Q10657
K12H4.1	P34522
T20G5.1	P34574
T05F1.6	Q7JKP6
M05B5.3	Q21518
ZC178.1	O17083
C37H5.8	P11141
Y39B6A.1	Q9NES7
T28H11.4	G5EGC9
F53G12.10	O01802
T28D6.6a	G5EGL2
C02F5.3	P34280
Y71F9AL.16	Q9N4I0
F42C5.9	Q20329
W02D3.2	O01815
F19C6.1	Q09537
ZK112.7	P34616
T26E3.7	O45827
F10F2.2	Q19311
K08F4.1	Q21350
Y71F9AL.18	Q9N4H4
E02H1.4	Q09525
C09D4.5	O02639
F26E4.1	G5EDR3
C05D11.5	Q11185
Y97E10AR.5	Q965S0
B0393.1	P46769
W01A11.6	Q23069
R186.4	G5EF06
C02F5.9	P34286
W10D5.1	Q9U325
C44E4.4	O01806
W09C5.2	Q9U334
K11C4.4	P41931
Y116A8C.12	Q9U2S4
Y43B11AR.4	Q9N3X2
H10E21.4	O76670
Y57G11C.16	O18240
Y37E3.10	Q9BKU3
K04G2.1	Q21230
Y39B6A.36	Q8MYM8
C44E4.6	O01805
R06F6.9	Q09603
Y17G7B.1	Q9XXJ2
F47B10.7	Q20507
F56C9.5	Q20862
R11A5.7	Q9XU75
K08D10.4	Q21322
K07C5.1	P53489
Y39G10AR.8	Q95XR0
T22F3.4	Q94300
F07D10.1	Q19162
Y50D4C.2	Q965R0
Y55F3AR.2	Q9N357
Y44E3A.3	Q9TXY8
Y54E10A.3	G5EES9
F56G4.5	Q9TW67
B0336.10	P48158
Y18D10A.19	Q9U2Q8
Y18D10A.25	Q8I4E5
F31D4.3	O45418
K02B2.5	P52821
T23G5.1	Q03604
C03C10.3	P42170
F19G12.2	Q19599
F54H12.2	P34456
K09F6.5	O16731
Y57G11C.21	O18245
F32G8.6	Q19980
F29G9.5	O16368
C10G11.8	P91025
F23F12.6	P46502
C34C12.8	Q18421
R74.6	P50444
R09B3.5	P49029
C45G9.7	Q09506
F37C12.4	P49181
C25D7.6	Q9XVR7
F30F8.8	G5EF68
ZC53.1	Q23377
F48D6.1	Q20563
K10D3.3	Q21417
F43D9.5	Q20361
F37F2.2	O61749
R13A5.8	Q95Y90
C27A2.6	Q18239
F57B9.5	Q20932
F36A2.13	G5EDT9
T23G5.5	Q03614
C50F4.2	Q27483
F58E10.5	Q9XUW7
Y71F9B.7	Q9N2L7
F55G1.8	Q20845
F40G9.3	Q9TZ69
C06E2.3	P52484
C06E2.7	Q17720
C28G1.1	Q18288
R01H2.6	Q21633
F49E12.4	Q20617
K11D12.2	O44625
Y111B2A.13	Q9NEX2
B0336.13	Q9BIB4
F58F6.4	O44175
F31E3.3	P53016
F44B9.8	P34429
Y69E1A.5	Q9XW37
Y110A2AL.13	Q9N492
F10C2.4	P90829
ZK829.4	Q23621
ZC455.10	Q23338
C05C8.3	O16309
C14B9.2	P34329
H06O01.1	G5ED07
C14B1.1	Q17967
C17H12.14	Q95X44
PAR2.1	P34496
F28D1.10	P55163
Y105E8A.16	Q8WQA8
F56F3.5	P48154
C04F12.4	Q9XVE9
F40F8.10	Q20228
ZK1127.5	Q23400
C47B2.5	O62106
C33A12.19	Q86D15
T21H3.3	O16305
Y73B3A.12	Q95XF6
F54E7.2	P49196
R02F11.1	O16364
CE7X_3.1	A4F301
ZK177.4	Q09372
T20G5.9	Q22615
Y94H6A.7	A7WK41
T22B11.3	O44562
C01H6.9	G5EE25
Y40A1A.1	Q8IU10
Y18H1A.10	Q9BL96
F22H10.5	Q94191
C26E6.1	Q18226
C06E4.5	Q17723
VY10G11R.1	Q8T3H2
Y48B6A.10	Q9U2A2
H12I13.1	Q9N5M9
C50H2.7	Q18765
F52F12.3	Q9XTC6
Y105C5A.24	Q9NF64
ZK131.8	P62784
T23D8.5	P62784
ZK131.4	P62784
K06C4.10	P62784
F45F2.3	P62784
T10C6.14	P62784
K06C4.2	P62784
F22B3.1	P62784
K03A1.6	P62784
C50F4.7	P62784
F07B7.9	P62784
ZK131.1	P62784
F54E12.3	P62784
B0035.9	P62784
F55G1.11	P62784
F17E9.12	P62784
ZK131.6	P09588
C50F4.13	Q27485
F17E9.13	P09588
K06C4.11	P09588
F07B7.10	P09588
F08G2.2	P09588
F35H10.1	P09588
K06C4.3	P09588
F55G1.10	P09588
ZK131.10	P09588
H02I12.7	P09588
F54E12.5	P09588
T23D8.6	P09588
T10C6.12	P09588
F45F2.4	P09588
B0035.7	P09588
F07B7.3	P09588
ZK1251.1	Q23429
B0334.8	Q94125
C06G8.2	Q17758
K04E7.2	Q21219
F56F4.5	O01840
T20B5.1	Q22601
T14G11.3	Q22505
W06H3.1	Q9XXN2
F47G4.7	O02655
ZK637.10	P30635
C06G3.7	Q17745
C01G10.12	Q93171
M117.3	Q21539
Y49F6B.4	Q9N4U5
F10D11.1	P31161
C08A9.1	P41977
F54G8.2	Q03603
F46A9.6	G5ECJ4
T07C4.1	G5EDZ2
R12E2.11	O61790
Y75B8A.5	Q9XW74
Y62E10A.16	Q9U1W5
F47G6.4	Q9TZI9
C48E7.11	Q8IG69
T19B10.5	Q22559
T25D10.3	Q10018
K08D12.6	Q8MXU8
F46B3.5	Q9XV14
ZK678.5	Q94129
T05C12.10	G5EC21
ZK377.1	P91573
C29F3.2	Q94130
ZK1037.10	O45992
ZK1290.12	Q94128
F52E4.6	Q20677
K02E2.2	Q9XUV2
B0344.2	O61737
F38E11.7	Q20170
C16A3.9	P51404
R07B1.1	Q09604
ZK180.1	G5ECB2
C01F1.1	Q17558
H10E21.5	O76671
ZK265.4	Q94398
C23G10.3	P48152
F22B5.1	Q19705
F19H8.3	O45379
F09G2.1	O17408
Y52E8A.1	Q9N3H5
F48B9.4	G5EGC3
R05D3.8	P34541
F48E3.3	Q9GPA0
F26H9.8	G5EF14
E02A10.1	Q93425
T04A11.3	O18016
T22E5.3	Q22681
F18C5.9	Q95QK4
T05F1.8	Q9XUR1
C33F10.12	Q18390
C14C10.1	Q17970
F43G9.5	Q93716
T14F9.3	Q22492
M04B2.1	Q21502
E02H1.3	Q09524
K06H7.4	P34512
K09A11.1	Q21374
C10A4.1	Q17894
C53D6.6	Q18809
B0545.4	O76665
ZK783.2	Q23588
Y32G9A.4	G5ECY2
C34C12.4	Q09269
C04B4.3	Q17622
C47B2.4	O62102
Y48G9A.8	Q9BL73
D2092.5	P91193
K02C4.4	G5EF51
ZK622.4	Q95PW6
Y38C9A.2	Q18905
T04H1.2	Q22174
C34H4.2	O45143
ZK512.11	Q7YTH1
Y87G2A.5	Q9U1Q4
ZC513.4	Q23360
Y111B2A.11	G5EC14
F27D9.5	Q19842
F32B6.2	O45430
Y18H1A.9	Q9BL88
F02D8.4	G5EC96
F32D8.4	Q19965
ZK829.7	Q23624
K12G11.3	Q17334
ZK632.14	Q7YWL9
K02F3.11	Q21155
F56F11.3	Q9TZ64
ZK682.4	Q23579
F01D4.9	Q7YTQ3
F21H7.10	G5EGF3
F56H6.6	O45584
K08H2.9	Q7YWW9
T15D6.4	O02320
K09C8.4	Q21389
C54C8.2	O02230
C50H2.1	G5EG04
C50B8.1	Q18724
K02B2.1	Q21122
EEED8.9	Q09298
C25E10.8	Q18157
C25E10.7	Q18156
F32D8.3	Q19964
M151.4	O17117
K03H1.5	P34501
R09E10.5	Q21874
F54D1.6	Q20762
Y55H10A.1	Q9TYW1
R03E1.1	G5EEV4
Y73E7A.9	Q4W5Q8
F23C8.5	Q9TXI4
F55A11.1	Q20796
T04F3.4	Q22159
C29E4.14	Q3HKD3
F15D3.1a	Q9TW65
C55B7.3	Q966M2
C02B10.6	O44448
T22C1.8	Q22668
C46A5.1	Q18652
K07F5.8	Q21297
R12E2.10	O61789
F20B6.1	Q19629
F20B6.6	Q19630
F36H12.10	Q9TZQ1
F55F8.7	P91345
ZK484.7	O44901
F25H5.7	O17840
C33H5.16	Q18415
T21E3.1	O01767
ZK616.8	Q9N4M8
F38H4.4	Q20179
Y39A3A.4	Q9N520
C17H12.3	O45085
B0280.13	Q5WRU4
Y56A3A.6	Q9U225
B0280.2	P41993
C31C9.6	Q8I4M6
C29E4.12	Q8MNU8
Y80D3A.1	G5EDY2
M03C11.4	Q21484
M03C11.1	Q21483
C33G3.4	Q93324
K01A11.1	Q21068
T28C6.8	Q9XVW9
C12D8.5	Q17938
F13H8.2	Q19433
T05H4.14	O16519
T07D10.2	O02300
F14F4.1	O62169
M176.2	Q21549
C10B5.1	O16318
ZC190.4	O76699
Y47D3A.4	Q9U2D2
D1014.3	Q18921
B0523.5	P34268
ZK177.6	Q09373
ZK1307.6	Q09649
C47D12.8	G5EBZ1
R07E5.3	Q21831
F59D12.4	G5EGU4
F58E6.1	Q20977
C09G4.3	Q17868
Y71G12B.27	Q95XM4
F59E10.1	Q21037
W05H9.1	Q23179
T05E11.1	P49041
C47C12.4	Q94180
K08F11.5	Q94263
Y39G10AL.3	G5EFV5
Y40B1A.4	Q9XW26
ZK652.1	P34659
Y71G12B.14	Q95XN6
T27F2.3	G5EFA2
D2045.6	Q17389
K08E7.7	Q21346
W06B4.3	Q23194
T24C4.5	Q9TZ34
T23G7.1	Q22703
T09A5.11	P45971
C06A1.5	Q17684
C09G4.5	Q9GYS1
C09G4.4	G5ED81
ZC250.2	O01878
C01B4.6	G5ECR6
Y19D10A.16	G5ECR6
T05H4.12	O16517
F07F6.6	G5EGQ9
T23G4.1	G5EGF8
F58H1.1	Q2PJ74
F55D10.1	Q20829
F48C1.1	O01574
C32F10.2	G5EDT1
C05D11.4	Q11184
R09B3.3	O45713
R09B3.2	O45712
F18A1.5	Q19537
R03H10.6	Q9GYL9
R03H10.7	Q9GYL8
F45G2.3	O62245
K02F2.6	O44986
T05H10.1	Q22240
ZK970.4	Q23680
Y76B12C.2	Q9N4C3
Y39G10AR.14	Q95XQ8
C05C9.3	Q17656
T04A8.9	Q22138
T12D8.7	O45784
C10G8.7	Q94166
W05E10.3	Q23175
C10G8.6	Q94165
F56A12.1	O17894
F18C12.3	G5EFM7
F44C8.1	O16362
T04A8.5	Q22134
Y57A10A.15	Q9U208
F32H2.3	P91870
F31D4.1	G5EDS8
B0205.12	Q4W4Z5
F25H2.8	Q93571
C01B7.3	Q17546
Y62E10A.2	Q9U1X8
F22F7.5	Q9GZF3
B0285.10	P46560
B0285.9	P46559
F28D1.11	Q9XVV5
W02D3.12	Q8MQG6
C09D4.2	O01734
F42A10.9	Q65ZK1
C23H4.1	Q93249
ZK632.11	P34656
F20D12.4	Q19642
R05D3.11	P34544
C13F10.4	O01485
T10B10.1	Q22369
Y71F9AL.10	Q9N4I6
Y73C8C.7	Q9TXW4
D2085.2	Q18991
F13E6.4	Q19404
F47B8.10	Q20523
F17C11.10	Q19520
Y106G6E.6	Q8WQ99
F22D6.2	Q19723
C24A8.6	Q304D9
T02E9.3	O45732
C24A8.1	P91096
F57B10.6	O44737
T12A2.8	Q22418
F26E4.2	O18686
T24H10.6	Q22752
F15G9.5	Q10037
T24D1.3	O02333
W02A11.3	Q9XUM8
F54D8.2	Q20779
T07D4.5	A5JYR6
F54E7.8	Q9BI86
K09H9.2	O44992
F13D12.3	Q19395
Y18D10A.16	Q9XW18
R17.3	O18003
Y11D7A.8	Q9XWR4
R06B9.6	Q7YWX7
F22E12.1	G5ED57
F35B12.6	Q20014
T21D12.12	O16784
Y57E12AR.1	Q3V5K6
F32E10.8	Q95QH2
C16C10.11	Q09254
Y37H9A.6	Q9U2M7
R07E5.5	Q21825
C39E6.4	Q18533
F58H1.4	Q21013
C03E10.4	O17560
Y69A2AR.31	Q95XG5
H34I24.1	O76673
Y43F8C.5	Q9XWP2
Y53G8AR.1	Q9N3F5
Y53G8AM.6	Q9N3G9
C30F12.6	Q95YD7
C56G2.15	Q09518
T16G1.7	Q9U368
F20D6.5	Q19647
T16G1.5	Q9XUP8
C49C3.13	Q9XUF4
T03D8.3	Q9XTY3
ZK1127.2	Q23404
E03A3.2	Q19046
T04A11.6	O18017
F41C3.4	Q20263
F45E12.3	Q17392
B0495.5	Q09214
C34E10.3	P46578
K09C4.8	Q21376
Y48G1BL.2	Q9N3Q4
F11E6.5	Q9XVQ9
M18.3	Q21555
F28H7.2	Q19890
R05D8.7	Q9N5G4
C55A6.7	P90781
C30G12.2	Q09486
F20G2.2	Q93545
F02D10.7	Q19117
B0035.14	Q17438
JC8.10a	G5EEJ9
F55F8.3	P91341
F37D6.6	G5EDS9
T10E9.9	O01607
C02B10.1	G5EEH6
K06A5.6	O44549
F54D5.7	Q20772
C25A1.12	O02218
F54C8.1	P34439
B0272.3	P41938
R09B5.6	O44608
M01F1.1	G5EFK6
B0416.6	Q11068
F48E3.9	Q9GPA4
F42F12.4	Q20340
T01D1.4	P91416
T22C1.7	Q22667
T16H12.6	P34569
F23B2.13	Q9U3I0
F30H5.2	Q09982
Y19D10A.9	G5EBG4
F56A4.2	G5EBG4
W08E12.2	Q9N5B0
F49C12.11	Q20588
C18E9.10	G5EDD5
F27D4.7	Q7YTP0
C56G2.5	G4S4W1
F19H8.4	O45381
B0024.10	Q17425
F54C9.5	P49405
T03F1.10	P91429
B0218.8	Q17452
C09E8.3	O76555
F33E2.6	O01699
Y46H3B.2	Q9N4W5
Y39D8B.1	Q60F74
W06G6.7	Q9XU60
W02B8.4	Q9XVH2
Y32G9A.5	Q9BPN1
Y52B11A.7	Q9U257
W02B8.6	Q5FC43
F27B3.7	Q95YC1
F32A11.7	Q7YX28
F20C5.6	G5EFF2
C09E7.6	Q9N5Y8
K01C8.2	Q21081
T25E12.7	O45821
Y38E10A.5	Q9NAK5
T25E12.10	O45824
Y82E9BR.3	Q9BKS0
Y74C9A.3	Q9N4D9
C54G7.2	G5EC53
ZK550.1	Q9XUB0
ZK1127.6	Q23398
Y47A7.1	Q9BKR2
C29E4.7	P34345
C09G9.1	Q17871
Y69E1A.7	Q9XW36
T22D1.4	Q9GZH4
Y116A8C.14	Q9U2S3
F49E8.5	Q27257
T05A6.1	Q22197
C46H3.3	Q18663
Y46G5A.17	Q9U2F2
W01A11.5	Q23066
W03F9.4	O16992
K11D12.4	O44619
Y48G9A.10	Q9N3N3
F09F3.9	G5EG54
Y67D2.2	Q9BKQ6
Y71G12B.8	Q95XM9
T10H10.2	P91442
M01F1.3	Q21452
Y53G8AM.8	Q9BL70
Y48G1C.6	Q9N3P2
F21D5.4	Q19682
T05G5.6	P34559
Y105E8A.4	Q9NEZ8
F43H9.1	Q20376
C27F2.1	Q18263
T28F4.5	Q22850
W01G7.5	Q9XTB5
D1054.5	Q18945
C15C7.1	P83528
D2085.6	Q18993
H40L08.1	O45628
D1007.8	Q9TXQ8
F46F11.10	Q9BI62
C56G2.3	Q09287
C37A5.7	O62096
B0273.3	O44168
T02C12.2	Q22092
Y48G1BM.1	Q965U6
Y48G1BL.1	Q9N3Q1
F43G9.13	Q95QG3
K02D7.5	O45102
C06G8.1	Q17757
Y39A1A.8	Q9XX26
C54F6.4	O16448
K11D12.5	O44620
R10D12.9	P92011
K06A4.4	Q21254
Y92H12BL.5	Q95XC4
R119.3	O61709
D2013.9	Q09512
F37C12.1	Q20124
ZK1307.9	Q09651
K08F11.3	Q94261
D2007.4	P34378
ZK637.2	P30629
D1054.14	Q18942
ZK856.13	Q95PV7
Y54E10A.15	Q86S68
F26E4.6	O18687
Y94H6A.6	Q9N2W9
C35D10.10	Q18484
Y48E1B.1	O18195
F31D5.5	Q19931
ZK637.5	P30632
F47G3.2	Q8WQF2
Y82E9BR.15	Q9BKS1
F54F7.10	B1Q256
C05D11.12	Q11190
W04E12.8	Q9XUL7
C14A6.1	Q9XVE1
W04E12.6	Q9XUL6
ZK896.6	Q9XUA7
T07H3.5	O76609
F38A1.5	A4F308
F56D6.1	Q3LFM3
F49A5.2	O45528
Y70C5C.2	O62498
F38A1.1	A4F318
W03D2.6	O02118
Y38E10A.4	Q9NAK6
F10G2.3	Q22955
F38A1.4	A4F310
F59A7.1	O16285
F38A1.9	A4F314
C35D10.15	Q95QR9
F38A1.14	A4F316
B0454.7	O17166
F16H6.1	Q9XV91
R07C3.12	O16770
F40G9.10	Q9TZ75
B0218.6	Q17450
E03H4.10	O17741
Y46C8AL.8	Q9N3W1
Y48E1B.16	Q7JK99
F38A1.6	A4F309
T07H3.4	O76608
F36H5.6	P91292
Y46C8AL.3	Q9N3X0
R06B10.3	O44871
C03H5.1	O16660
C41H7.7	O17155
R07C3.1	O16778
F56H6.8	O45586
F26E4.3	P90850
C25A1.1	O17594
F29C4.6	O76365
F29F11.3	Q19906
R07H5.8	Q93934
Y75B8A.17	G5EEM1
F44D12.4	Q20393
C35D10.2	Q18488
ZK792.5	Q23591
M163.5	Q93900
T09A5.8	P45968
C29H12.5	Q18313
C41D11.8	Q95NM6
F59A2.3	Q21018
F48B9.8	Q20557
C53D6.4	Q18810
F44E7.9	O16254
Y41G9A.6	Q9N4Z8
F01F1.15	Q95QN1
W02A11.2	Q9U354
ZK1127.10	P55216
F22B8.6	O45391
E03H4.7	O17749
K02E7.10	O17255
C32B5.13	P91110
Y71H2AR.2	Q9BL26
Y71H2AM.25	Q2AAB9
B0491.5	Q17512
F28C6.3	Q19864
T08A9.3	O76735
E02H1.6	Q09527
H25P06.1	Q9XU15
ZK795.4	G5EBK2
R07B7.1	G5EC75
C48B6.2	O01513
Y56A3A.2	Q9U227
D2045.8	Q18986
ZC239.12	P91555
ZC239.5	P91557
ZC239.6	P91556
K02F6.8	O16630
ZC239.17	Q65ZG7
T08G3.13	Q7YWU7
F22E5.11	O16708
ZC239.2	P91560
F22E5.13	O16710
K02E7.12	Q86LS3
K02F6.6	O16629
C17F4.11	Q4W524
F58E1.13	Q9TZF9
B0281.4	O16611
K02E7.4	O17256
Y46C8AR.1	Q9N3V9
B0399.2	G5EC12
H27M09.2	Q9N5K2
F53B6.1	Q9XVM9
F33C8.3	Q19983
F01E11.4	Q19083
F32H5.7	G5EEH1
C52B9.6	Q22940
B0432.3	P90993
Y38F2AR.9	Q95XS2
Y66D12A.23	Q95PZ8
D2092.7	P91195
F13H8.6	Q19436
ZK1127.3	Q23403
ZK616.4	Q9N4N4
D1009.5	Q18917
ZK652.2	P34660
C16C10.8	Q09464
C30A5.3	P34349
B0464.1	Q03577
Y67D2.7	Q9BKQ7
R01B10.4	O61975
ZK1225.1	Q9XXL4
F41D3.9	O45513
Y45G12C.1	Q9N4X7
F28G4.3	O17853
T15D6.9	Q9XU71
F32B4.1	Q9XV45
F22E5.1	O16719
C16D9.3	Q22897
Y27F2A.6	Q9N548
C16D9.4	Q22898
ZK1053.1	O02339
C16D9.5	Q22899
F46F5.10	Q9TXY5
R05A10.7	O45704
H12I19.8	Q7YWW6
F41D3.8	O45512
F11G11.7	P91243
F36F2.4	O62236
ZC155.7	Q9TY08
Y48B6A.1	Q9U2A9
M01A10.3	P91390
R07B7.11	Q21801
C26B2.1	Q18194
M88.1	Q21603
AC3.8	Q17404
T03D3.1	O16988
C13D9.9	O16243
F54C1.1	P91326
C04F5.7	Q9GZD1
T19H12.10	O01616
F01E11.1	Q19082
C07G3.9	O16322
F08G5.5	Q19222
C33A12.6	Q18361
ZC455.3	Q23333
C03A7.11	O16506
F09G2.6	O17401
AC3.7	Q17403
F56B3.7	O45109
AC3.2	Q17399
K05C4.1	Q9XUV0
Y47D3A.14	Q9NAH8
W07A12.4	G5EEX6
C13C4.6	O01928
C42C1.8	A3QMB7
R07G3.8	Q09387
AC8.4	G5EFZ2
F10E7.5	Q19302
B0432.13	P90990
F37A4.2	P41880
Y18D10A.9	Q9XW12
C40H1.6	Q03598
Y65B4A.1	Q9BL57
F09E5.3	Q19264
F59E10.2	P52012
F54B11.6	Q20741
F23H11.1	O01918
T07A9.8	O44410
C28H8.12	Q09248
Y53F4B.18	Q9NAB7
B0218.2	Q17447
Y41C4A.2	Q9U2I8
C56G2.7	Q09289
ZC247.2	Q94379
C24H10.5	Q18136
C05E11.1	Q17667
Y49A10A.1	Q9XWW8
ZK54.3	Q8MPR4
Y57A10A.16	Q9NA81
F45E6.2	Q20435
Y32F6A.4	Q8I4E4
B0432.9	Q8WT45
Y43F4B.4	O45933
R06C7.6	Q21775
F32A11.1	O62198
T26C12.1	O61856
C01F1.6	Q17555
F39B1.1	G5EDY0
Y55F3AR.3	Q9N358
T05E8.3	O01598
ZK637.1	P30638
B0041.5	O02057
F35B12.2	Q20012
C10F3.2	O16881
F55E10.6	Q20840
F33D11.12	Q95X59
C01H6.4	Q17585
C46H11.2	Q9GYJ1
K08C7.5	G5EBJ9
Y39A1A.19	G5ECJ8
H24K24.5	G5ED43
K08C7.2	G5EDP6
Y71G12B.24	Q95XN2
T20D3.5	O01256
D2089.5	Q19000
M05D6.7	Q21526
T06E6.1	O45757
Y111B2A.17	Q9NEW7
F28A10.10	Q95YB8
Y44E3A.4	Q6A573
C36B1.9	Q93343
Y59C2A.2	Q9TZC7
F25B4.6	P54871
C30F12.2	Q95YE1
Y92H12BL.1	Q8MXQ7
F25B5.5	Q09316
C18H9.7	Q09485
F54D5.12	G5EE46
Y24F12A.2	G5EGB3
Y40B1B.5	Q9XWP7
C04C3.3	O44451
Y47G6A.8	Q9N3T2
C13B9.3	Q09236
F35G12.9	Q20052
C44B7.12	Q8IG39
F13E6.5	Q19403
Y73B6BL.7	G5ECY5
Y45F10B.1	O62466
Y110A7A.5	Q9N589
M106.1	Q09591
Y39B6A.14	Q9NEU2
F58G6.1	Q21004
T05A8.5	O44856
Y56A3A.21	Q9U238
C56C10.8	Q18885
F10G8.7	Q93456
F59F4.1	Q93839
F08A8.4	O62139
F08A8.3	O62138
F08A8.2	O62137
C48B4.1	P34355
